longitude,latitude
-118.13,33.8
-122.43,37.8
-121.88,37.33
-122.72,38.44
-118.07,34.08
-124.16,40.95
-117.68,34.1
-118.52,34.16
-121.83,37.99
-117.09,32.76
-118.42,34.31
-118.21,34.13
-117.69,33.47
-122.2,37.84
-118.89,34.29
-121.98,37.82
-122.41,37.76
-122.46,37.71
-118.42,33.93
-122.48,37.72
-116.22,33.74
-122.46,37.79
-122.0,37.98
-117.95,33.76
-122.08,37.4
-118.27,33.77
-118.27,34.05
-121.67,36.67
-118.2,33.98
-122.33,37.96
-118.2,34.02
-122.08,37.08
-118.87,35.65
-121.96,37.43
-118.3,34.19
-122.43,37.77
-118.14,33.92
-122.01,37.31
-118.39,34.05
-122.94,38.57
-118.19,34.12
-121.18,37.64
-118.57,34.2
-117.84,33.89
-117.43,34.1
-120.95,37.62
-119.61,34.43
-118.23,33.99
-120.97,37.69
-119.34,36.21
-122.41,37.79
-121.21,37.8
-122.32,38.35
-119.44,36.6
-117.88,33.74
-118.18,34.17
-120.77,37.64
-122.26,38.15
-118.03,34.05
-121.96,37.74
-122.14,37.7
-116.96,33.52
-117.08,34.03
-117.49,33.93
-118.37,34.05
-121.03,40.35
-123.02,38.81
-118.25,33.79
-117.1,32.74
-117.83,33.87
-119.07,35.27
-118.69,34.18
-118.2,34.04
-117.15,32.7
-118.17,33.79
-116.9,32.79
-116.9,32.84
-118.34,33.87
-121.32,38.54
-118.19,33.91
-118.4,33.97
-118.09,33.77
-121.46,38.53
-118.22,33.79
-121.89,37.31
-122.17,37.77
-121.93,38.01
-118.29,34.09
-118.53,34.14
-122.44,37.76
-116.97,32.75
-122.49,37.78
-117.18,32.74
-118.1,33.9
-118.19,34.14
-122.72,38.44
-122.3,37.81
-122.28,37.87
-117.99,33.81
-117.87,33.86
-117.02,33.71
-116.96,32.71
-118.36,34.15
-122.15,37.68
-118.3,34.02
-118.23,34.66
-122.01,37.95
-122.01,37.58
-118.14,34.08
-118.97,35.37
-121.02,37.65
-120.63,37.41
-122.31,38.01
-122.33,37.94
-118.26,34.09
-121.43,37.74
-122.62,38.24
-118.51,34.0
-122.43,37.7
-121.34,38.57
-117.85,34.1
-122.26,37.78
-118.18,33.9
-116.87,33.76
-118.3,34.07
-122.04,38.68
-122.24,37.85
-119.06,36.09
-120.83,37.52
-122.02,37.4
-119.76,36.72
-122.01,36.98
-118.38,34.1
-118.11,33.77
-118.2,33.79
-117.18,32.76
-118.28,33.91
-118.08,33.97
-121.07,39.13
-118.46,34.08
-119.74,36.85
-121.91,37.24
-118.36,33.83
-117.32,34.02
-121.59,39.39
-122.3,38.28
-122.38,40.67
-118.45,33.99
-118.0,33.81
-118.02,33.74
-118.42,34.2
-117.91,33.69
-119.72,34.41
-118.16,34.03
-122.19,38.07
-118.35,33.89
-118.22,33.8
-121.94,37.53
-121.82,37.37
-122.43,37.8
-122.49,37.63
-117.62,33.42
-119.02,35.43
-121.3,37.95
-117.77,33.55
-118.32,34.09
-117.06,32.73
-118.38,34.05
-118.21,33.79
-121.38,36.84
-117.12,32.75
-116.98,33.93
-117.78,33.88
-117.28,32.74
-119.43,36.55
-116.14,34.22
-120.42,37.98
-117.93,33.73
-121.46,38.61
-119.18,34.16
-122.23,37.82
-121.82,37.24
-118.19,33.85
-118.19,33.81
-120.04,39.27
-118.04,33.84
-121.56,39.11
-117.67,33.51
-120.82,37.64
-122.37,37.6
-120.38,37.97
-120.93,38.65
-119.65,36.62
-117.12,32.71
-116.78,33.0
-119.76,36.74
-121.97,37.24
-121.9,36.6
-118.1,34.14
-117.76,34.07
-122.24,37.47
-118.07,33.89
-121.48,38.55
-118.48,34.24
-117.05,32.58
-118.42,34.2
-118.35,33.84
-117.35,34.01
-122.27,38.29
-118.43,34.11
-119.19,34.16
-118.32,33.91
-122.3,37.77
-118.29,34.03
-121.0,37.6
-122.25,37.79
-118.37,34.24
-116.05,34.12
-117.37,34.08
-121.99,37.97
-118.29,33.71
-117.03,34.03
-121.13,37.74
-122.41,37.75
-119.78,36.8
-122.52,37.92
-117.78,34.58
-122.53,37.97
-122.42,37.8
-121.42,38.48
-118.45,33.96
-122.19,37.74
-122.39,37.76
-121.22,38.8
-119.01,35.37
-118.24,34.23
-117.95,33.84
-119.05,34.36
-117.82,33.72
-118.31,33.93
-120.35,37.86
-122.16,37.69
-121.11,38.95
-118.49,34.25
-121.87,37.39
-116.2,32.64
-121.4,38.56
-120.79,36.06
-121.56,39.1
-118.55,34.03
-121.82,37.38
-118.52,34.27
-121.33,37.97
-118.24,34.06
-122.02,37.29
-118.16,34.11
-118.14,34.09
-117.09,32.8
-117.12,32.76
-118.22,33.91
-117.29,33.06
-117.94,34.08
-117.25,33.25
-117.95,34.05
-120.93,37.66
-118.26,34.01
-118.34,34.04
-115.57,32.78
-117.26,32.8
-122.54,37.88
-117.12,32.69
-118.26,34.16
-119.26,34.28
-118.32,33.92
-118.31,34.12
-120.02,39.24
-118.25,34.09
-117.12,33.52
-122.27,37.9
-118.08,34.1
-118.2,34.06
-122.11,37.7
-120.99,37.65
-118.14,34.03
-119.29,34.3
-117.2,32.78
-122.03,37.34
-118.19,33.78
-121.52,38.49
-118.22,34.12
-118.44,34.15
-117.22,33.87
-122.12,37.4
-118.47,34.25
-118.28,34.05
-118.21,33.88
-118.21,34.1
-118.79,34.14
-122.12,37.42
-121.83,36.98
-118.55,34.19
-118.28,34.11
-117.35,34.44
-121.88,37.64
-121.75,38.55
-118.28,34.01
-120.47,35.74
-121.35,38.04
-121.41,38.52
-118.16,33.91
-122.08,37.15
-122.08,37.58
-118.34,34.05
-118.27,34.08
-118.36,34.16
-122.43,37.72
-120.99,37.68
-121.98,37.35
-118.35,33.99
-121.74,37.35
-122.43,37.77
-122.25,38.1
-118.34,34.15
-122.62,38.94
-122.41,37.76
-116.44,34.12
-117.84,33.65
-122.53,37.88
-121.62,36.69
-117.68,34.15
-120.54,40.29
-120.32,37.29
-118.12,33.96
-119.85,36.84
-117.96,33.68
-118.0,33.81
-120.22,39.2
-118.0,33.82
-118.17,33.77
-119.02,35.36
-119.18,34.16
-118.02,34.12
-117.8,33.87
-117.9,33.69
-118.26,34.01
-114.64,34.83
-117.85,34.06
-122.2,37.4
-118.57,34.21
-118.11,33.81
-122.46,37.72
-121.62,36.67
-119.19,34.17
-118.17,34.61
-117.24,32.81
-118.31,34.01
-121.78,38.68
-118.19,33.93
-122.45,37.72
-117.14,32.76
-118.13,33.81
-117.1,32.77
-118.09,34.11
-118.44,34.06
-118.12,34.14
-122.28,37.9
-119.27,36.32
-121.24,37.97
-121.8,36.72
-120.03,38.19
-117.9,34.12
-122.48,37.75
-121.53,38.58
-122.04,38.25
-118.37,34.15
-117.6,33.98
-121.62,39.15
-118.04,34.07
-122.46,40.52
-118.49,34.2
-121.49,38.52
-119.0,35.35
-121.76,36.83
-121.36,37.96
-118.07,33.88
-121.94,37.25
-118.31,34.04
-118.03,33.77
-122.06,38.25
-122.44,37.8
-122.2,37.48
-121.95,37.54
-120.1,39.19
-118.11,34.17
-122.02,36.97
-122.29,37.98
-118.16,33.97
-114.55,32.8
-118.28,33.93
-118.17,34.02
-117.8,34.02
-118.15,34.03
-118.09,33.94
-122.22,38.07
-122.28,37.88
-117.96,34.1
-122.22,40.18
-118.08,34.14
-118.35,33.91
-118.41,34.29
-121.92,38.57
-122.01,37.27
-122.42,40.59
-122.06,37.34
-118.31,33.86
-122.36,40.48
-121.98,37.33
-117.93,33.93
-122.08,37.63
-122.23,37.79
-122.27,37.85
-118.47,34.24
-122.43,37.76
-119.25,36.27
-122.12,37.37
-122.47,37.72
-117.37,34.13
-117.92,33.75
-122.31,37.91
-122.54,37.98
-121.47,38.49
-122.3,37.53
-122.64,38.23
-118.13,34.19
-117.19,32.86
-118.0,33.81
-118.71,34.3
-117.31,33.75
-117.16,32.74
-118.34,33.98
-121.84,37.37
-122.11,37.38
-117.05,33.14
-122.26,37.84
-122.27,38.29
-119.7,34.41
-119.18,34.21
-118.35,34.07
-120.92,35.4
-119.12,35.33
-117.23,33.21
-121.23,36.33
-118.35,33.93
-117.91,33.74
-122.22,37.8
-118.02,33.92
-118.16,34.06
-124.15,40.79
-121.62,36.69
-118.23,33.99
-121.34,38.61
-121.46,38.52
-120.7,35.76
-122.43,37.8
-118.28,34.07
-118.35,34.1
-121.49,38.53
-117.21,32.75
-118.05,34.05
-121.46,38.65
-118.29,34.06
-118.29,33.99
-122.93,38.02
-121.78,37.67
-119.89,36.73
-117.19,32.85
-118.13,33.83
-118.44,34.04
-118.25,33.93
-118.31,33.75
-117.78,33.7
-121.22,38.43
-118.15,33.94
-117.65,34.1
-121.77,36.71
-121.31,37.99
-117.36,33.17
-121.9,36.6
-117.81,33.88
-118.3,33.74
-118.43,34.18
-120.41,37.88
-122.31,37.91
-118.24,34.12
-118.22,34.09
-122.25,37.08
-118.54,34.17
-118.36,33.82
-121.83,37.2
-122.16,37.74
-117.23,32.81
-118.85,34.23
-122.27,37.88
-117.6,33.85
-121.42,36.57
-115.88,32.93
-121.43,38.58
-122.26,38.28
-119.52,36.61
-121.92,36.95
-118.01,33.95
-121.95,37.25
-117.07,32.61
-122.27,38.04
-122.85,38.37
-122.47,37.75
-119.77,36.73
-118.43,34.05
-122.5,38.82
-122.22,37.4
-117.61,34.02
-117.44,33.93
-121.43,38.47
-118.3,33.97
-117.91,33.64
-121.65,36.66
-122.34,40.51
-122.01,36.99
-116.41,33.74
-121.51,38.52
-118.45,34.04
-118.83,35.2
-118.41,34.16
-117.98,33.7
-119.72,34.41
-118.37,34.13
-118.19,33.83
-118.48,34.01
-122.25,37.47
-122.02,37.26
-122.18,37.45
-117.95,34.14
-117.79,33.7
-122.39,37.58
-116.51,33.84
-117.96,33.81
-122.44,37.74
-118.27,33.99
-122.17,37.45
-116.46,33.82
-118.07,33.87
-121.3,38.74
-122.06,37.67
-117.9,33.73
-118.07,33.9
-119.2,34.26
-118.4,34.05
-118.83,35.27
-121.86,37.35
-122.08,37.62
-117.3,34.39
-118.26,33.96
-116.48,33.96
-116.76,32.74
-118.13,33.82
-121.07,39.05
-121.77,36.93
-118.35,33.91
-121.44,39.5
-120.66,35.49
-121.87,37.27
-123.84,39.83
-122.45,37.76
-121.74,37.95
-117.22,33.92
-117.86,34.02
-117.08,32.69
-115.99,33.4
-118.0,34.07
-118.29,34.09
-118.32,34.02
-121.56,38.44
-117.23,34.11
-118.14,34.05
-121.36,38.57
-121.92,36.56
-119.61,36.94
-121.75,37.71
-119.05,35.44
-118.31,33.99
-120.47,37.32
-121.87,37.21
-121.78,38.69
-119.08,35.39
-117.15,32.72
-121.6,39.77
-119.81,36.71
-117.78,33.86
-120.07,36.96
-122.27,37.54
-117.27,33.05
-119.79,36.81
-119.8,34.44
-120.98,38.34
-117.93,33.85
-119.85,36.77
-121.01,37.7
-123.26,41.86
-121.63,39.18
-116.95,32.82
-118.06,34.1
-118.19,34.87
-118.18,34.04
-118.39,33.84
-122.22,39.51
-122.41,37.78
-122.11,37.71
-118.3,33.8
-116.47,33.81
-117.99,33.92
-117.92,33.9
-120.93,37.65
-117.58,34.02
-121.48,38.56
-122.23,37.79
-118.31,34.19
-118.2,33.8
-118.32,34.2
-118.3,34.02
-119.14,34.17
-121.23,38.09
-118.2,34.11
-121.27,38.65
-119.61,34.45
-121.99,37.55
-118.15,33.98
-122.12,37.69
-122.57,38.27
-117.72,34.02
-122.09,37.4
-117.82,33.85
-119.81,36.76
-118.21,33.99
-117.12,32.76
-118.03,34.11
-118.47,34.29
-117.85,34.13
-118.29,33.94
-118.21,33.82
-121.25,37.92
-118.12,34.17
-122.17,37.76
-118.2,34.05
-119.02,35.37
-122.49,37.7
-121.08,38.9
-118.74,37.58
-118.11,34.14
-116.17,33.66
-122.41,37.61
-122.45,38.28
-118.11,33.91
-117.11,32.75
-117.87,33.74
-120.98,37.68
-121.51,38.49
-117.32,34.24
-122.0,38.25
-119.05,35.34
-122.28,37.86
-117.98,34.05
-116.48,33.79
-117.98,34.03
-118.38,33.77
-117.64,34.02
-120.93,37.67
-122.46,37.73
-118.46,34.04
-122.78,38.52
-118.07,34.08
-119.19,36.06
-118.39,33.88
-118.59,34.11
-119.09,36.42
-118.3,34.09
-117.94,33.79
-119.09,35.35
-118.14,33.91
-120.24,37.21
-119.95,38.95
-117.65,34.08
-117.25,33.1
-118.27,34.46
-118.25,34.08
-117.05,32.8
-122.17,39.31
-122.79,39.02
-118.35,34.02
-117.07,32.68
-117.87,33.6
-118.13,34.17
-122.22,37.85
-117.9,33.64
-122.02,37.8
-118.2,34.03
-121.32,38.7
-121.46,39.54
-121.44,38.54
-118.3,34.25
-120.44,34.93
-122.02,37.95
-118.28,33.74
-122.07,37.63
-118.35,34.03
-118.02,34.02
-118.02,33.94
-118.14,34.06
-117.1,33.15
-119.31,36.3
-118.11,33.88
-122.34,37.95
-117.27,32.82
-117.1,32.72
-118.33,34.0
-118.14,34.72
-117.14,33.94
-121.59,39.75
-119.93,37.85
-118.29,34.11
-121.25,38.07
-121.24,38.7
-122.3,37.9
-119.02,35.42
-116.8,33.8
-117.09,32.71
-116.16,33.68
-118.28,34.17
-118.38,33.95
-119.55,36.61
-121.15,39.23
-121.4,38.57
-124.14,40.67
-120.38,34.96
-121.66,36.67
-118.28,33.98
-119.23,34.27
-117.36,34.1
-121.31,38.68
-117.86,33.9
-122.22,37.78
-119.29,34.37
-121.44,38.49
-122.25,37.79
-122.14,37.41
-122.13,37.68
-122.1,37.64
-121.98,36.96
-118.22,33.82
-122.47,37.76
-118.23,34.11
-118.75,34.27
-118.12,33.75
-117.65,33.48
-117.97,33.73
-122.08,37.92
-122.47,38.6
-122.05,37.36
-118.13,34.01
-118.09,33.91
-115.37,32.82
-122.08,37.61
-117.21,34.08
-117.21,34.11
-120.47,34.63
-122.03,37.53
-121.87,37.22
-118.61,34.16
-117.23,34.13
-118.03,33.83
-117.38,33.19
-121.5,38.53
-122.41,37.94
-122.89,38.42
-117.02,32.71
-122.43,37.66
-117.86,33.63
-122.28,38.0
-118.4,34.15
-121.27,37.98
-121.24,38.79
-118.28,34.05
-118.36,34.23
-117.42,33.94
-120.92,37.7
-120.06,36.96
-122.4,38.46
-120.47,37.29
-121.34,37.99
-117.94,33.86
-122.02,37.11
-117.98,33.65
-118.01,34.13
-118.28,34.05
-117.7,33.64
-122.42,37.79
-117.38,34.13
-117.3,34.12
-117.86,33.75
-122.35,40.68
-119.06,34.62
-117.12,32.75
-118.09,33.92
-121.93,37.33
-120.51,36.86
-118.15,33.77
-117.89,33.99
-122.38,37.34
-118.52,34.22
-118.16,34.12
-121.88,37.26
-117.39,33.93
-119.64,34.43
-121.25,38.04
-122.29,40.43
-122.42,37.74
-118.13,34.12
-118.27,33.95
-121.82,38.01
-122.38,37.59
-118.2,33.98
-117.74,34.1
-122.87,38.62
-120.99,37.67
-118.19,34.08
-117.19,32.84
-122.4,37.79
-117.91,33.76
-117.85,34.14
-121.92,36.61
-118.3,34.07
-118.01,34.09
-122.3,37.53
-117.25,32.74
-122.45,37.7
-119.33,36.3
-118.36,34.1
-118.25,34.23
-118.4,33.92
-117.79,34.11
-118.97,35.41
-121.3,38.66
-122.15,37.45
-117.87,33.78
-120.47,34.94
-121.24,39.65
-119.81,34.45
-117.07,33.0
-117.64,34.07
-118.23,34.07
-117.92,34.59
-118.65,34.18
-120.59,38.53
-118.13,34.02
-117.93,33.85
-122.66,38.45
-117.0,32.67
-117.44,33.92
-117.14,32.93
-122.0,37.86
-118.43,34.22
-118.41,34.06
-121.24,37.96
-117.94,34.15
-120.45,34.71
-118.08,33.89
-122.2,37.79
-118.0,33.66
-118.16,33.89
-118.11,33.9
-118.2,33.77
-122.27,38.28
-120.98,37.59
-118.27,33.94
-117.41,34.0
-122.06,36.96
-117.03,32.69
-119.22,34.34
-118.09,34.02
-118.27,33.97
-122.41,37.8
-117.39,33.69
-117.01,32.8
-118.02,33.9
-118.76,34.13
-119.04,35.42
-121.9,37.66
-122.48,37.65
-121.32,37.95
-118.3,33.92
-122.21,38.28
-117.11,32.75
-118.13,34.02
-118.38,34.04
-122.26,37.85
-117.91,33.84
-118.22,33.94
-121.25,37.96
-118.6,34.26
-118.23,34.15
-117.82,33.64
-117.6,33.87
-117.86,33.72
-117.98,33.7
-120.45,34.95
-117.63,34.1
-119.13,35.22
-121.72,37.16
-121.84,37.98
-118.62,34.2
-122.41,37.73
-117.06,32.62
-119.29,36.34
-118.22,33.96
-119.32,36.21
-118.41,34.0
-118.52,34.18
-118.07,33.98
-122.49,37.68
-118.35,33.94
-117.53,33.97
-119.89,36.79
-115.57,32.78
-117.02,32.81
-121.37,38.59
-122.78,38.44
-118.6,34.16
-117.2,34.14
-118.49,34.16
-117.99,33.78
-120.46,34.63
-118.2,34.05
-118.1,34.13
-118.41,33.9
-122.25,37.76
-118.01,33.9
-117.96,33.69
-118.31,34.26
-118.39,33.88
-117.28,33.92
-121.88,37.33
-117.96,34.0
-121.76,38.41
-120.89,37.59
-118.34,34.07
-118.31,33.93
-118.18,33.98
-117.12,32.76
-122.26,38.57
-117.44,33.99
-117.25,33.38
-118.34,35.27
-122.36,38.4
-118.46,34.07
-122.05,38.25
-117.01,34.01
-121.93,37.25
-119.82,36.8
-122.17,37.74
-117.46,34.1
-122.45,37.91
-121.05,37.93
-117.23,34.11
-119.67,36.65
-118.04,34.11
-120.45,34.96
-120.9,37.64
-117.9,33.87
-121.26,37.95
-122.23,38.05
-116.93,33.73
-118.0,33.75
-117.42,33.89
-115.98,33.32
-118.21,34.21
-117.17,32.76
-119.35,36.16
-117.19,32.81
-117.39,34.11
-117.15,33.14
-119.07,35.34
-118.09,34.57
-117.88,33.75
-121.86,37.39
-121.96,37.29
-119.59,36.11
-118.3,34.05
-117.68,33.48
-118.35,33.83
-118.18,34.63
-117.15,33.16
-118.27,34.07
-118.38,33.87
-118.31,34.07
-117.89,33.89
-121.84,38.02
-118.35,34.03
-119.65,36.34
-117.43,33.99
-117.26,32.95
-120.1,39.19
-122.67,38.24
-117.22,32.95
-117.92,33.84
-121.59,36.55
-122.04,37.66
-117.64,33.66
-117.11,33.98
-122.4,37.68
-119.45,36.59
-118.94,34.17
-117.75,33.64
-118.29,34.09
-118.4,34.15
-115.52,32.98
-117.36,33.18
-117.37,33.7
-122.43,37.72
-122.27,37.85
-118.31,33.82
-118.48,34.23
-117.55,33.85
-117.64,34.03
-118.04,34.04
-118.0,34.15
-118.86,34.19
-124.0,40.22
-117.99,33.73
-122.21,38.06
-119.85,36.81
-122.48,38.9
-117.02,32.81
-122.06,37.6
-121.87,36.55
-119.68,36.32
-120.67,37.37
-119.65,36.3
-118.93,36.1
-121.62,36.43
-117.41,33.94
-117.22,32.78
-121.81,39.71
-119.08,36.21
-118.3,33.93
-121.66,39.66
-122.32,37.57
-122.28,37.82
-118.41,34.23
-122.24,37.81
-118.32,33.94
-122.11,37.4
-121.29,38.07
-118.44,34.22
-118.22,33.98
-121.54,38.49
-121.27,38.7
-118.33,33.87
-118.21,34.05
-121.73,37.68
-121.18,38.73
-118.48,33.96
-117.05,33.13
-121.92,37.33
-117.84,33.76
-120.15,37.69
-121.91,37.32
-123.35,39.42
-121.28,37.83
-118.14,33.95
-122.25,37.84
-122.6,38.9
-118.28,33.97
-121.84,37.32
-118.42,34.06
-122.11,38.09
-121.32,38.16
-118.44,34.19
-118.58,34.25
-118.95,34.17
-118.19,34.05
-122.18,37.91
-122.76,38.46
-122.01,37.53
-124.14,41.06
-118.33,34.19
-118.39,33.96
-118.25,34.09
-121.29,38.14
-118.07,33.92
-122.27,37.89
-117.18,34.04
-122.07,37.96
-122.24,37.77
-118.1,33.84
-118.35,34.22
-121.92,40.52
-119.23,34.25
-121.9,38.02
-121.35,38.56
-118.32,33.75
-117.99,33.67
-122.08,37.63
-118.2,33.78
-117.01,34.9
-118.91,34.28
-123.54,39.17
-117.6,33.45
-118.19,34.12
-117.73,35.73
-119.29,36.32
-122.25,38.02
-121.84,37.27
-118.34,34.18
-121.17,38.76
-118.32,33.95
-118.92,35.38
-120.08,34.59
-117.38,34.06
-121.93,37.32
-118.39,33.96
-121.67,38.85
-120.64,35.65
-116.81,33.9
-117.08,32.62
-122.01,36.98
-118.13,33.92
-118.24,33.8
-118.99,34.23
-117.07,32.63
-117.66,34.05
-121.88,36.6
-117.09,32.64
-122.31,38.33
-122.16,37.48
-122.12,37.37
-121.86,37.41
-117.89,33.8
-118.08,33.76
-122.72,38.44
-122.28,38.32
-117.94,33.62
-118.41,34.0
-122.01,37.83
-117.96,33.89
-117.06,32.77
-121.45,38.54
-119.28,35.5
-118.72,34.29
-117.32,34.41
-120.73,39.63
-117.05,32.56
-117.61,34.02
-117.05,32.74
-121.3,37.97
-121.4,38.61
-120.84,37.5
-117.63,34.11
-121.26,37.98
-118.35,33.95
-121.68,39.82
-117.98,33.74
-122.85,39.0
-118.37,34.05
-121.96,37.32
-117.04,32.68
-118.25,34.12
-122.23,40.57
-119.82,36.79
-122.67,38.43
-117.07,34.24
-118.11,34.12
-117.91,33.83
-122.15,37.74
-121.65,37.12
-117.71,33.47
-118.23,33.92
-117.11,32.81
-118.45,34.16
-122.38,37.73
-121.88,37.39
-120.07,37.34
-118.37,34.2
-122.03,37.31
-117.71,33.97
-118.19,34.08
-117.96,33.81
-118.14,34.14
-122.08,37.41
-121.22,38.04
-118.06,34.07
-117.29,34.06
-118.34,34.01
-118.3,34.01
-118.24,33.99
-117.9,33.67
-117.13,32.76
-115.73,33.09
-121.28,37.93
-123.79,39.44
-118.19,34.16
-117.52,33.83
-117.91,33.83
-121.94,36.98
-118.46,34.0
-118.46,33.97
-118.41,33.89
-118.3,34.05
-118.48,34.02
-121.4,38.53
-120.58,38.77
-117.38,33.98
-122.18,37.75
-121.88,37.67
-118.43,34.43
-122.55,38.81
-114.66,32.74
-117.27,34.5
-118.06,34.08
-121.46,38.54
-122.87,38.62
-118.57,34.2
-117.89,33.74
-122.24,37.85
-122.4,40.71
-121.16,38.68
-119.84,36.79
-116.48,33.94
-122.3,37.87
-121.29,38.14
-118.36,34.01
-118.21,33.88
-118.05,34.17
-122.38,41.54
-116.76,34.23
-117.89,33.87
-117.9,33.9
-118.44,34.22
-122.04,37.08
-122.09,37.37
-117.07,32.77
-118.12,34.17
-116.57,35.43
-119.23,35.74
-117.99,33.77
-117.82,34.13
-117.29,34.12
-117.89,33.66
-118.17,34.06
-121.24,38.66
-118.14,34.1
-120.81,38.67
-117.96,33.94
-122.18,37.73
-117.95,33.99
-117.9,34.13
-122.23,37.81
-122.19,37.76
-122.29,37.9
-119.8,36.72
-124.17,40.79
-122.47,37.76
-118.44,34.0
-118.11,33.73
-122.94,38.53
-117.04,34.02
-118.17,34.09
-122.37,40.39
-121.77,38.01
-121.68,37.93
-118.56,34.18
-121.24,38.63
-121.43,38.55
-122.44,37.65
-121.31,38.01
-116.96,32.8
-118.83,34.17
-117.08,32.63
-122.35,37.98
-118.48,35.14
-122.17,37.75
-117.24,32.8
-118.28,33.78
-120.37,38.23
-118.17,33.87
-119.25,35.79
-119.28,34.27
-118.32,34.07
-117.82,33.75
-122.09,37.4
-121.01,37.69
-118.41,34.21
-118.2,33.9
-121.26,36.32
-117.98,33.75
-117.93,34.08
-122.44,37.8
-122.73,39.04
-118.26,33.95
-118.07,34.17
-117.95,33.94
-122.04,38.0
-122.53,38.01
-122.1,37.65
-118.25,34.07
-121.29,38.0
-117.95,33.66
-122.49,37.75
-117.29,33.72
-122.15,37.71
-118.46,34.23
-119.16,34.95
-117.75,33.84
-117.12,33.61
-120.95,37.59
-118.27,33.92
-117.66,34.13
-118.44,33.79
-122.25,37.48
-121.72,38.0
-118.17,33.77
-121.35,38.61
-118.49,34.04
-121.45,38.37
-118.28,34.05
-120.58,39.27
-122.53,37.91
-118.01,33.85
-122.5,37.92
-119.58,36.83
-118.42,34.18
-117.68,34.05
-118.27,33.91
-121.37,38.61
-119.74,34.43
-122.56,41.69
-121.23,37.87
-117.96,34.1
-119.2,34.28
-121.47,38.55
-118.43,34.24
-116.54,33.87
-117.65,33.49
-118.25,34.14
-118.25,33.9
-119.85,36.82
-122.23,39.53
-117.56,33.94
-122.82,38.55
-118.4,34.19
-118.28,34.1
-117.9,33.83
-122.01,37.39
-117.63,34.12
-118.34,33.98
-124.14,40.59
-117.09,32.75
-124.13,40.79
-117.69,33.55
-118.11,33.84
-117.8,33.69
-123.36,39.4
-119.85,36.8
-118.19,33.97
-118.36,33.81
-116.09,34.15
-121.81,37.31
-118.11,34.02
-118.31,33.88
-117.22,32.84
-117.05,32.82
-118.43,34.2
-121.89,37.28
-117.12,32.95
-117.86,34.13
-118.4,33.87
-123.1,38.97
-118.12,34.15
-118.29,34.06
-117.94,34.14
-117.89,33.82
-120.49,37.28
-118.37,34.08
-121.94,37.75
-120.4,37.98
-122.47,37.79
-119.77,36.75
-122.27,37.87
-118.25,33.95
-121.56,39.52
-119.05,36.09
-122.1,37.66
-117.92,34.03
-121.06,39.22
-118.08,33.95
-121.8,37.34
-117.7,34.08
-122.23,39.75
-117.37,33.19
-119.76,36.75
-122.05,37.37
-119.7,36.8
-119.05,34.21
-118.1,33.85
-122.69,38.32
-121.95,37.96
-122.28,37.77
-118.16,33.78
-121.36,38.03
-122.4,37.78
-117.76,34.07
-121.77,37.67
-122.15,37.73
-118.17,34.12
-121.26,37.94
-121.97,37.56
-121.9,37.35
-117.87,33.84
-118.25,33.94
-114.58,33.61
-121.89,37.25
-117.96,33.94
-121.55,39.1
-118.29,33.96
-120.79,37.82
-121.8,38.01
-119.03,36.13
-117.3,34.05
-118.49,34.14
-118.37,33.87
-119.85,36.8
-117.7,33.47
-118.96,36.66
-117.77,34.1
-122.28,37.81
-116.11,33.64
-117.08,33.04
-122.28,37.84
-117.17,32.71
-122.34,41.21
-118.33,33.92
-118.08,34.11
-116.93,33.74
-117.18,32.7
-122.4,37.8
-117.96,33.76
-117.89,33.61
-121.38,38.62
-117.01,32.63
-122.25,37.56
-121.88,37.33
-117.86,33.72
-121.79,39.48
-121.4,37.74
-118.43,34.14
-118.26,34.1
-117.94,33.82
-121.99,37.27
-119.01,35.31
-117.56,34.12
-120.69,37.59
-118.09,34.18
-117.07,32.69
-117.61,34.09
-121.44,38.48
-118.34,34.13
-117.99,33.71
-121.89,39.76
-119.72,36.73
-118.27,33.97
-121.22,39.43
-118.15,34.08
-122.11,37.98
-118.54,34.28
-121.89,37.34
-122.48,38.48
-122.52,38.53
-118.5,34.45
-118.01,34.14
-116.37,33.72
-122.14,40.07
-116.9,34.25
-121.29,38.13
-117.13,32.76
-122.22,37.36
-122.48,37.69
-118.22,33.86
-122.5,37.77
-118.47,34.15
-119.76,36.79
-121.81,37.23
-121.73,36.9
-121.9,37.3
-117.77,34.08
-118.53,34.19
-122.48,37.67
-118.16,33.96
-121.93,37.93
-117.13,32.75
-121.31,38.62
-117.07,33.12
-118.32,33.94
-117.12,32.69
-117.42,34.59
-118.33,34.11
-118.93,34.82
-117.07,34.05
-120.7,35.28
-118.24,34.01
-117.17,33.66
-116.94,34.4
-118.27,34.02
-120.5,37.3
-117.99,34.12
-118.41,34.0
-117.24,32.74
-118.25,34.06
-117.66,34.1
-116.46,33.78
-122.28,37.5
-117.05,32.58
-117.29,34.14
-118.97,37.64
-118.14,33.76
-118.38,33.84
-119.61,36.31
-122.69,37.91
-118.14,33.95
-121.26,38.64
-118.19,34.05
-118.02,33.7
-118.05,34.15
-121.89,37.3
-121.93,37.04
-117.59,34.13
-121.29,37.97
-122.36,37.94
-118.1,33.9
-121.45,37.72
-121.2,37.8
-117.94,33.65
-122.41,37.71
-122.13,37.68
-122.26,37.85
-118.41,33.88
-118.32,33.94
